rank,Account Name,No. of Employees,Website,HQ Billing Country,Billing State/Province,Billing City,Billing Street,Billing Zip/Postal Code,Industry,LinkedIn Company Id,Account LinkedIn URL,Core Account Fit Tier,score_size,score_industry,score_tier,score_data,lead_score,category,web_verdict,web_notes,us_contactability,hr_contacts
77,Soal Technologies Perfect Hire Guaranteed,210,soaltech.com,,Texas,Austin,8870 Business Park Drive,78759,Staffing and Recruiting,561793.0,https://www.linkedin.com/company/soal-technologies,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
78,Inceed,195,inceed.com,,Oklahoma,Tulsa,907 South Detroit Avenue,74120,Staffing and Recruiting,40783.0,https://www.linkedin.com/company/inceed,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
79,Arag Legal Insurance,197,araglegal.com,,Iowa,Des Moines,500 Grand Ave,50327,Insurance,1587511.0,https://www.linkedin.com/company/arag-legal,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
80,Gainor Staffing,85,gainor.net,,New York,New York,5th Avenue,10017,Staffing and Recruiting,233922.0,https://www.linkedin.com/company/gainor-staffing,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
81,Stronghold Investment Management,159,strongholdim.com,,Texas,Dallas,,75201,Investment Management,15264231.0,https://www.linkedin.com/company/strongholdim,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
82,Stellar Innovations & Solutions,130,stellar-innovations.com,,Ohio,Moraine,3131 Elbee Road,45439,IT Services and IT Consulting,8989385.0,https://www.linkedin.com/company/stellar-innovations-&-solutions-inc-,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
83,Flexday Solutions LLC,139,flexdaysolutions.com,,Illinois,Naperville,,60563,Software Development,74234365.0,https://www.linkedin.com/company/flexdaysolutions,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
84,HumanIT,166,humanit.us,,Ohio,Dayton,4058 Colonel Glenn Hwy,45431,Information Services,10915272.0,https://www.linkedin.com/company/humanit-solutions/,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
85,Ad 2 Orlando,59,ad2orlando.org,,Florida,Orlando,,,Advertising Services,430496.0,https://www.linkedin.com/company/ad-2-orlando,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
86,MediSpend,59,medispend.com,,New Hampshire,Portsmouth,100 International Drive,3801,IT Services and IT Consulting,827209.0,https://www.linkedin.com/company/medispend/,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
87,ISCorp,58,iscorp.com,,Wisconsin,Mequon,10325 North Port Washington Road,53092,Information Services,746812.0,https://www.linkedin.com/company/iscorp,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
88,Atlantis Partners Technology Architects,58,atlantispartners.com,,New Jersey,Fairfield,Route 46,7058,IT Services and IT Consulting,3177714.0,https://www.linkedin.com/company/atlantis-partners---technology-architects,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
89,meshIQ,61,meshiq.com,,New York,Plainview,,,Software Development,59814.0,https://www.linkedin.com/company/meshiq,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
90,General Vision Services,74,generalvision.com,,New York,New York,,,Insurance,10628863.0,https://www.linkedin.com/company/general-vision-services,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
91,Consolidated,78,consolidated.com.mo,,,,,,Business Consulting and Services,6838767.0,https://www.linkedin.com/company/consolidated,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
92,Front Desk Helpers Co,78,frontdeskhelpers.com,,New Jersey,Old Bridge,27 Avery Drive,8857,IT Services and IT Consulting,9183566.0,https://www.linkedin.com/company/frontdeskhelpers,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
93,Reefpoint Group,140,reefpointgroup.com,,Maryland,Annapolis,115 West Street,21401,Business Consulting and Services,11760932.0,https://www.linkedin.com/company/reefpointgroup,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
94,Lead Tag,107,leadtag.com,,Texas,DeSoto,,,IT Services and IT Consulting,9293238.0,https://www.linkedin.com/company/lead-tag,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
95,Infraware,107,infraware.com,,Indiana,Terre Haute,19 S 6th St Ste 900,47807,Software Development,153576.0,https://www.linkedin.com/company/infraware,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
96,Comdesign Infrastructure Solutions,82,comdesigninc.com,,Florida,St Petersburg,9850 16th Street North,33716,Telecommunications,963182.0,https://www.linkedin.com/company/comdesign-infrastructure-solutions-inc.,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
97,Stone Ward,67,stoneward.com,,Arkansas,Little Rock,225 East Markham Street,72201,Advertising Services,27182.0,https://www.linkedin.com/company/stone-ward,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
98,Epic Creative,67,epiccreative.com,,Wisconsin,West Bend,300 S 6th Ave,53095,Advertising Services,90316.0,https://www.linkedin.com/company/epic-creative,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
99,Jcs Solutions,96,jcssolutions.com,,Virginia,Fairfax,4114 Legato Rd,22033,IT Services and IT Consulting,10648258.0,https://www.linkedin.com/company/jcs-solutions-llc,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
100,Kenility,114,kenility.com,,Florida,Miami,,,IT Services and IT Consulting,11320211.0,https://www.linkedin.com/company/kenility,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
101,Linchpin Solutions,111,linchpinsolutions.com,,Maryland,Abingdon,6175 Guardian Gateway,21005,IT Services and IT Consulting,25046473.0,https://www.linkedin.com/company/linchpin-solutions-inc,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
102,Rre Ventures,107,rre.com,,New York,New York,130 East 59th Street,10022,Venture Capital and Private Equity Principals,56708.0,https://www.linkedin.com/company/rre-ventures,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
103,Reliable Group,246,reliablegroup.com,,New York,Hicksville,70 E Old Country Rd,11801,IT System Custom Software Development,70676.0,http://www.linkedin.com/company/reliable-group,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
104,Zendrop,94,zendrop.com,,Florida,Miami,,76043,Internet Marketplace Platforms,64285749.0,https://www.linkedin.com/company/zendrop/,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
105,Skillerszone,97,skillerszone.com,,Texas,Austin,,,IT Services and IT Consulting,95708923.0,https://www.linkedin.com/company/skillerszone,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
106,Excellis Health Solutions,97,excellishealth.com,,Pennsylvania,New Hope,4 East Bridge Street,18938,Pharmaceutical Manufacturing,3031150.0,https://www.linkedin.com/company/excellis-health-solutions,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
107,Hubtek,185,gohubtek.com,,Florida,Miami,78 SW 7th St,33130,Technology Information and Internet,35466166.0,https://www.linkedin.com/company/hubtek,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
108,ClearEdge,96,edgeit.com,,Maryland,Jessup,Guilford Road,20794,Information Services,564436.0,https://www.linkedin.com/company/clearedge-it-solutions-llc,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
109,Goizueta Investment Management Group,68,emorygimg.com,,Georgia,,,,Investment Management,5208568.0,https://www.linkedin.com/company/emory-gimg,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
110,SunviENG,66,sunvieng.com,,Texas,Dallas,,,Telecommunications,13667890.0,https://www.linkedin.com/company/sunvieng,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
111,Olivier,72,olivier-inc.com,,Texas,Dallas,1825 Market Center Boulevard #340,75207,Business Consulting and Services,15719617.0,https://www.linkedin.com/company/olivier-inc.,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
112,Jonas Fitness,95,jonasfitness.com,,Texas,Webster,"16969 North Texas Avenue, Webster, Texas, United States, 77598",77598,Software Development,3107829.0,https://www.linkedin.com/company/jonas-fitness-inc-,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
113,Parts Life,66,partslifeinc.com,,New Jersey,Moorestown,Twosome Drive,8077,Aviation and Aerospace Component Manufacturing,1511672.0,https://www.linkedin.com/company/partslifeinc,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
114,Cyzerg,80,cyzerg.com,,Florida,Miami,7951 Riviera Boulevard,33023,IT Services and IT Consulting,5182797.0,https://www.linkedin.com/company/cyzerg,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
115,Pangburn Group,102,pangburngroup.com,,Louisiana,New Roads,301 Major Parkway,70760,Financial Services,1224333.0,https://www.linkedin.com/company/the-pangburn-group,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
116,ManageArtworks,99,manageartworks.com,,New Jersey,Princeton,,8540,Software Development,4786711.0,https://www.linkedin.com/company/manage-artworks,Tier 2,40,30,14.0,10,94.0,A - Hot (contact first),,,,
117,Qwerty Concepts IT Solutions,73,qwertyc.com,,New Jersey,Piscataway,1 Corporate Place South,8854,IT System Training and Support,298711.0,https://www.linkedin.com/company/qwerty-concepts-inc.,Tier 2,40,28,14.0,10,92.0,A - Hot (contact first),,,,
118,American Performance Polymers LLC,60,americanperformancepolymers.com,,New Hampshire,Colebrook,23 Gould St,1944,Medical Equipment Manufacturing,,https://www.linkedin.com/company/american-performance-polymers,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
119,SHJ International Tech.,80,shjintl.com,,New Jersey,Egg Harbor Township,6 Marigold Circle,8234,Outsourcing and Offshoring Consulting,6445028.0,https://www.linkedin.com/company/shj-international,Tier 2,40,28,14.0,10,92.0,A - Hot (contact first),,,,
120,P.t. Mindo,74,mindosolutions.com,,District of Columbia,Virginia Beach,,,Business Consulting and Services,,https://www.linkedin.com/company/pt.-mindo-small-business-solutions,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
121,Us It Staffing and Recruitment,86,workdice.com,,Texas,,,,IT Services and IT Consulting,,https://www.linkedin.com/company/us-it-staffing-and-recruitment,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
122,Sistar Mortgage Company,84,sistarmortgage.com,,Michigan,Sterling Heights,51650 Oro Road,48315,Credit Intermediation,276739.0,https://www.linkedin.com/company/sistar-mortgage,Tier 2,40,28,14.0,10,92.0,A - Hot (contact first),,,,
123,Website Baba,98,thewebsitebaba.com,,New York,New York,,,IT Services and IT Consulting,,https://www.linkedin.com/company/the-website-baba,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
124,Propelr,84,propelrpay.com,,Pennsylvania,King of Prussia,123 W Lancaster Ave Ste 210,19087,Software Development,,https://www.linkedin.com/company/propelrpay,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
125,Kala Pharmaceuticals,38,kalarx.com,,Massachusetts,Boston,1167 Massachusetts Ave,2476,Pharmaceutical Manufacturing,801404.0,https://www.linkedin.com/company/kala-pharmaceuticals,Tier 1,32,30,20.0,10,92.0,A - Hot (contact first),,,,
126,Bondex,38,bondex.app,,Florida,Florham Park,30a Vreeland Rd Ste 120,7932,Technology Information and Internet,76904937.0,https://www.linkedin.com/company/bondexapp,Tier 1,32,30,20.0,10,92.0,A - Hot (contact first),,,,
127,JBS Dev,130,jbs.dev,,New York,Chadds Ford Township,610 Chadds Ford Dr,19317,IT System Custom Software Development,,https://www.linkedin.com/company/jbssolutions,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
128,Medical Outfitters,55,medicaloutfitters.com,,Alaska,Miami,8062 NW 66th St,33166,Medical Equipment Manufacturing,,https://www.linkedin.com/company/medical-outfitters-inc,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
129,Seanergy.ai,231,seanergy.ai,,Texas,Frisco,,75024,Software Development,,https://www.linkedin.com/company/seanergyai/,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
130,"FRONTLINE PUBLIC SAFETY SOLUTIONS, LLC",177,frontlinepss.com,,Illinois,Lombard,55 W 22Nd St Ste 112,,Software Development,,https://www.linkedin.com/company/frontline-public-safety-solutions,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
131,Rt Tech Solutions Group,88,rttsg.com,,Texas,Austin,,,IT Services and IT Consulting,,https://www.linkedin.com/company/rt-tech-solutions-group,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
132,Case Consulting,135,consultwithcase.com,,Virginia,Leesburg,18425 RUSTLING WOODS Ct.,,IT System Testing and Evaluation,2558032.0,https://www.linkedin.com/company/case-consulting-inc,Tier 2,40,28,14.0,10,92.0,A - Hot (contact first),,,,
133,Learning Life,55,learninglife.info,,District of Columbia,Washington,,,IT Services and IT Consulting,,https://www.linkedin.com/company/learning-life,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
134,Cohen & Company Securities,60,cohensecurities.com,,New York,Boca Raton,,,Financial Services,,https://www.linkedin.com/company/jvb-financial-group-llc,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
135,Gritter Francona,69,gritterfrancona.us,,District of Columbia,Washington,7361 Calhoun Pl Ste 450,20855,IT Services and IT Consulting,,https://www.linkedin.com/company/gritter-francona,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
136,Octdaily,141,octdaily.com,,Massachusetts,Cambridge,183 Palm Beach Plantation Blvd,33411,IT Services and IT Consulting,,https://www.linkedin.com/company/octdaily,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
137,Xrc Ventures,69,xrcventures.com,,New York,New York,,11203,Venture Capital and Private Equity Principals,,https://www.linkedin.com/company/xrcventures/,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
138,Government Employee Benefits,109,fedseminar.com,,Florida,Tampa,,,Insurance and Employee Benefit Funds,93659180.0,https://www.linkedin.com/company/government-employee-benefits,Tier 2,40,28,14.0,10,92.0,A - Hot (contact first),,,,
139,Gainbridge,55,gainbridge.io,,Indiana,,,,Financial Services,,https://www.linkedin.com/company/gainbridge.life,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
140,River Falls Manufacturing Co Inc,150,ctsllc.com,,Massachusetts,Fall River,40 County St,,IT Services and IT Consulting,,https://www.linkedin.com/company/controlled-technical-services-llc,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
141,Investor Group Services (IGS),162,igsinsights.com,,Massachusetts,,,,Business Consulting and Services,,https://www.linkedin.com/company/investor-group-services-igs,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
142,Nespon Solutions,133,nespon.com,,Texas,Grapevine,2300 Valley View Lane,76051,IT System Training and Support,74747280.0,https://www.linkedin.com/company/nesponsolutions,Tier 2,40,28,14.0,10,92.0,A - Hot (contact first),,,,
143,Aintiram Web Tech,55,aintiram.com,,Ohio,Springboro,,,IT Services and IT Consulting,,https://www.linkedin.com/company/aintiram,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
144,Computomic,53,www.computomic.ai/,,New Jersey,Jamesburg,499 Marlboro Road,8540,IT Services and IT Consulting,,https://www.linkedin.com/company/computomic,Tier 2,40,30,14.0,8,92.0,A - Hot (contact first),,,,
145,Elephant Skin,90,elephant-skin.com,,Florida,Miami,360 Northwest 27th Street,33127,Real Estate Agents and Brokers,27126331.0,https://www.linkedin.com/company/elephant-skin,Tier 1,40,20,20.0,10,90.0,A - Hot (contact first),,,,
146,???? ??? Jeel Platform,101,jeelapp.com,,New York,-,,,Entertainment Providers,12987814.0,https://www.linkedin.com/company/thejeelapp,Tier 1,40,20,20.0,10,90.0,A - Hot (contact first),,,,
147,Zoomessence,65,zoomessence.com,,Kentucky,Hebron,Victory Place,41048,Chemical Raw Materials Manufacturing,1535177.0,https://www.linkedin.com/company/zoomessence-inc-,Tier 1,40,20,20.0,10,90.0,A - Hot (contact first),,,,
148,RaySecur,68,www.raysecur.com,,Massachusetts,Westwood,49 Bay State Rd,2138,Security and Investigations,10520435.0,https://www.linkedin.com/company/raysecur,Tier 1,40,20,20.0,10,90.0,A - Hot (contact first),,,,
149,Boloco,90,boloco.com,,Massachusetts,Boston,1080 Boylston Street,2115,Food and Beverage Services,155615.0,https://www.linkedin.com/company/boloco,Tier 1,40,20,20.0,10,90.0,A - Hot (contact first),,,,
150,United Real Estate Richmond,90,joinunitedrichmond.com,,Virginia,Richmond,,,Real Estate Agents and Brokers,3122632.0,https://www.linkedin.com/company/dominion-first-realty-inc,Tier 1,40,20,20.0,10,90.0,A - Hot (contact first),,,,
151,Jack Gaughen Realtor Era Camp Hill Pa,123,coldwellbankerhomes.com,,Pennsylvania,Camp Hill,,,Real Estate Agents and Brokers,852397.0,https://www.linkedin.com/company/jack-gaughen-realtor-era-camp-hill-pa,Tier 1,40,20,20.0,10,90.0,A - Hot (contact first),,,,
152,Saturn,30,joinsaturn.com,,New York,Manhattan,,,Software Development,,https://www.linkedin.com/company/saturntechnologies,Tier 1,32,30,20.0,8,90.0,A - Hot (contact first),,,,
153,Pursell Agri-tech,60,fertilizer.com,,Alabama,Sylacauga,,,Agricultural Chemical Manufacturing,35523730.0,https://www.linkedin.com/company/pursellagritech,Tier 1,40,20,20.0,10,90.0,A - Hot (contact first),,,,
154,Duke Cannon Supply,72,dukecannon.com,,Minnesota,Minneapolis,123 North 3rd Street,55401,Manufacturing,18450345.0,https://www.linkedin.com/company/dukecannon,Tier 1,40,20,20.0,10,90.0,A - Hot (contact first),,,,
155,Cha Cha Matcha,71,chachamatcha.com,,New York,,,,Food and Beverage Services,,https://www.linkedin.com/company/cha-cha-matcha,Tier 1,40,20,20.0,8,88.0,A - Hot (contact first),,,,
156,Busy Bee Cleaning Service,95,bbcleaningservice.com,,New York,New York,1133 Broadway,10010,Janitorial Services,5104922.0,https://www.linkedin.com/company/busy-bee-cleaning-service,Tier 1,40,18,20.0,10,88.0,A - Hot (contact first),,,,
157,Visionary Integration Professionals,213,trustvip.com,,California,Reston,2001 Edmund Halley Dr,20191,Strategic Management Services,201227.0,https://www.linkedin.com/company/visionary-integration-professionals-vip-,Tier 1,40,18,20.0,10,88.0,A - Hot (contact first),,,,
